type_of_work,building_function_code,original_date_factor,floor_area,main_construction,storeys,original_location_factor,contract_contract_sum,cost_increment,cost_rebased
3,532.0,182,139,2,1,107.0,2121.8057553956833,1.24,4752.84
3,714.0,190,454,1,1,103.0,917.1982378854625,1.15,1971.98
1,541.2,189,901,4,1,102.0,2187.7502774694785,1.16,4725.54
1,568.11,198,540,1,1,85.0,1728.5333333333333,1.06,3560.78
4,341.1,190,8330,2,1,90.0,649.5454981992797,1.15,1396.52
1,712.0,188,1250,1,1,102.0,1135.2352,1.17,2463.46
3,713.0,190,505,1,1,97.0,1071.5485148514852,1.15,2303.83
3,713.1,189,441,2,1,104.0,845.875283446712,1.16,1827.09
1,713.1,196,2248,3,1,114.0,1437.855871886121,1.08,2990.74
1,713.0,198,313,2,1,97.0,2348.55910543131,1.06,4838.03
1,762.0,182,286,2,1,110.0,1460.8216783216783,1.24,3272.24
1,810.1,188,610,1,1,102.0,975.3409836065574,1.17,2116.49
1,713.1,190,2252,2,1,100.0,1326.2420071047957,1.15,2851.42
1,374.0,196,610,2,2,103.0,2195.7524590163935,1.08,4567.17
1,714.0,196,318,2,1,103.0,1443.1761006289307,1.08,3001.81
1,320.0,196,1948,2,1,99.0,863.7284394250513,1.08,1796.56
1,711.0,198,604,2,1,107.0,2015.2665562913908,1.06,4151.45
1,532.1,198,261,1,1,103.0,1617.360153256705,1.06,3331.76
1,562.12,196,900,2,1,93.0,919.4777777777778,1.08,1912.51
3,712.0,190,250,1,1,103.0,1176.348,1.15,2529.15
1,421.0,198,2379,1,1,93.0,1372.8310214375788,1.06,2828.03
1,374.1,198,667,2,1,85.0,2020.4062968515743,1.06,4162.04
1,713.0,196,1696,2,2,126.0,1134.1745283018868,1.08,2359.08
2,630.0,177,246,1,1,115.0,736.3333333333334,1.31,1700.93
1,532.2,198,125,2,1,90.0,3211.544,1.06,6615.78
1,442.0,196,1703,4,2,93.0,1843.371697005285,1.08,3834.21
1,425.0,190,235,1,1,99.0,2080.940425531915,1.15,4474.02
4,712.12,198,850,2,1,126.0,2405.8823529411766,1.06,4956.12
3,562.2,198,214,2,1,100.0,1566.7897196261683,1.06,3227.59
3,712.0,196,445,1,1,107.0,1562.9213483146068,1.08,3250.88
1,630.0,196,400,2,1,92.0,1158.6825,1.08,2410.06
1,722.0,198,1650,1,3,107.0,1075.3181818181818,1.06,2215.16
1,712.0,198,883,2,1,98.0,1599.8640996602492,1.06,3295.72
1,532.1,198,316,1,1,98.0,1216.5506329113923,1.06,2506.09
1,818.0,198,680,1,2,90.0,718.275,1.06,1479.65
1,713.0,196,654,1,1,93.0,1377.3822629969418,1.08,2864.96
1,320.0,189,630,1,2,102.0,1257.5222222222221,1.16,2716.25
1,320.0,189,630,1,2,102.0,1257.5222222222221,1.16,2716.25
1,711.0,190,579,2,1,126.0,2104.566493955095,1.15,4524.82
1,714.1,198,542,1,1,100.0,1165.6642066420663,1.06,2401.27
4,282.2,195,1901,2,1,96.0,459.3098369279327,1.09,959.96
3,713.0,188,208,2,1,106.0,1856.5961538461538,1.17,4028.81
1,541.2,182,1400,2,1,106.0,1617.9642857142858,1.24,3624.24
1,711.0,195,109,4,1,107.0,20496.559633027522,1.09,42837.81
3,320.0,189,17,1,1,99.0,5940.882352941177,1.16,12832.31
1,156.0,198,19,1,1,85.0,70926.8947368421,1.06,146109.4
1,345.1,88,1026,2,1,99.0,177.98830409356725,3.64,825.87
1,343.0,83,4460,2,2,97.0,327.0396860986547,3.92,1609.04
1,952.0,88,2196,2,1,96.0,971.6193078324226,3.64,4508.31
1,278.0,94,3166,3,1,111.0,310.81648768161716,3.34,1348.94
1,320.1,61,947,3,1,93.0,475.4794086589229,5.69,3180.96
3,154.1,88,491,3,2,98.0,404.3380855397149,3.64,1876.13
1,136.0,83,442,1,1,103.0,702.7149321266968,3.92,3457.36
1,816.0,90,683,1,1,97.0,282.0585651537335,3.53,1277.73
1,320.0,93,1740,3,4,103.0,654.2442528735633,3.39,2872.13
1,320.0,94,11700,3,1,109.0,452.991452991453,3.34,1965.98
3,916.0,71,235,1,1,106.0,333.1957446808511,4.75,1915.88
3,916.0,55,253,1,1,107.0,181.7588932806324,6.42,1348.65
1,320.1,44,2315,3,1,103.0,155.3524838012959,8.27,1440.12
1,320.1,88,694,3,1,103.0,347.02737752161386,3.64,1610.21
1,320.1,93,975,3,1,103.0,1167.574358974359,3.39,5125.65
1,320.0,88,8800,3,1,109.0,445.9640909090909,3.64,2069.27
1,338.0,42,297,1,1,107.0,231.16498316498317,8.71,2244.61
1,372.0,54,241,1,1,102.0,240.4356846473029,6.56,1817.69
1,372.0,50,1051,1,1,99.0,370.79352997145577,7.16,3025.68
4,372.0,57,131,1,1,111.0,2773.297709923664,6.16,19856.81
1,372.0,88,750,1,1,98.0,529.0346666666667,3.64,2454.72
1,843.0,89,1921,1,1,99.0,316.71421134825613,3.58,1450.55
1,816.0,88,874,1,2,95.0,290.9347826086956,3.64,1349.94
1,157.2,88,1785,2,1,93.0,275.0291316526611,3.64,1276.14
1,843.0,50,4218,1,3,104.0,169.25106685633003,7.16,1381.09
1,421.0,83,1070,1,1,90.0,379.22056074766357,3.92,1865.77
1,421.0,83,566,1,1,97.0,382.095406360424,3.92,1879.91
3,282.0,57,321,1,1,93.0,179.3613707165109,6.16,1284.23
1,282.1,88,504,2,1,89.0,173.5793650793651,3.64,805.41
1,282.1,57,136,2,1,89.0,346.30882352941177,6.16,2479.57
1,810.13,83,1585,1,1,109.0,257.09148264984225,3.92,1264.89
1,810.13,86,101,1,2,119.0,1051.3168316831684,3.74,4983.24
1,445.1,89,619,1,1,119.0,662.3311793214863,3.58,3033.48
1,421.0,87,1025,1,1,90.0,369.0946341463415,3.69,1731.05
1,856.3,90,513,1,3,93.0,8442.072124756336,3.53,38242.59
1,421.0,88,904,1,1,90.0,446.1305309734513,3.64,2070.05
1,413.12,90,3788,1,1,98.0,364.4472016895459,3.53,1650.95
1,412.0,74,1148,1,1,100.0,551.9442508710802,4.51,3041.21
1,416.2,84,1440,1,1,91.0,683.5659722222222,3.86,3322.13
1,914.1,84,205,1,1,91.0,4801.634146341464,3.86,23335.94
1,843.0,88,2753,1,1,111.0,326.5444969124591,3.64,1515.17
1,341.1,94,3284,2,1,99.0,189.4838611449452,3.34,822.36
3,421.0,93,355,1,1,103.0,529.4197183098591,3.39,2324.15
1,534.0,91,324,1,1,99.0,495.641975308642,3.48,2220.48
1,713.1,90,508,2,1,102.0,1745.7874015748032,3.53,7908.42
3,713.0,90,2055,2,1,102.0,431.5620437956204,3.53,1954.98
1,713.1,88,1696,2,1,91.0,591.2676886792453,3.64,2743.48
1,421.0,88,825,1,1,90.0,450.01575757575756,3.64,2088.07
1,810.0,89,1177,1,1,111.0,1184.015293118097,3.58,5422.79
1,810.13,89,407,1,2,111.0,3424.044226044226,3.58,15682.12
1,810.0,89,587,1,1,111.0,2374.0817717206132,3.58,10873.29
1,810.13,89,458,1,2,111.0,3042.764192139738,3.58,13935.86
1,810.0,89,1444,1,2,111.0,965.0872576177285,3.58,4420.1
1,810.13,89,628,1,2,111.0,2219.0859872611463,3.58,10163.41
1,810.13,89,523,1,2,111.0,2664.6003824091777,3.58,12203.87
1,810.13,89,261,1,1,111.0,5339.409961685824,3.58,24454.5
3,763.0,91,308,2,1,102.0,3303.8506493506493,3.48,14801.25
3,713.0,91,1862,2,1,102.0,546.5016111707841,3.48,2448.33
1,411.1,61,1505,3,1,97.0,164.46777408637874,5.69,1100.29
1,411.1,74,1029,3,1,97.0,512.7852283770651,4.51,2825.45
3,418.1,41,716,2,1,106.0,186.9790502793296,8.95,1860.44
3,417.5,44,325,2,1,106.0,360.8369230769231,8.27,3344.96
1,412.0,64,18123,3,1,115.0,424.39314682999503,5.38,2707.63
1,412.0,54,25225,3,1,96.0,259.3630525272547,6.56,1960.78
1,411.0,86,29775,3,1,126.0,685.0685138539043,3.74,3247.22
1,415.0,90,1322,1,1,97.0,521.731467473525,3.53,2363.44
1,418.1,57,159,4,1,86.0,274.49685534591197,6.16,1965.4
1,414.1,44,670,1,1,103.0,192.88955223880598,8.27,1788.09
1,416.2,57,3569,3,1,97.0,411.82123844214067,6.16,2948.64
1,417.11,54,1042,1,1,97.0,291.97216890595007,6.56,2207.31
1,417.81,64,230,3,2,107.0,638.5260869565218,5.38,4073.8
1,417.5,67,2005,3,1,126.0,516.3725685785536,5.09,3144.71
1,417.41,93,1174,3,2,115.0,608.9097103918228,3.39,2673.11
1,417.4,89,754,1,1,97.0,503.2320954907162,3.58,2304.8
1,417.5,48,1570,2,1,115.0,207.6356687898089,7.5,1764.9
1,441.0,45,1040,1,1,99.0,164.80384615384617,8.07,1494.77
1,421.0,42,1607,2,1,109.0,257.9707529558183,8.71,2504.9
1,421.0,46,1368,1,1,103.0,182.93347953216374,7.87,1622.62
1,421.0,46,516,1,1,103.0,215.08527131782947,7.87,1907.81
1,421.0,45,399,1,1,90.0,218.04260651629073,8.07,1977.65
1,421.0,45,399,1,1,90.0,206.73182957393485,8.07,1875.06
1,421.0,48,674,1,1,97.0,203.459940652819,7.5,1729.41
1,421.0,46,582,2,1,93.0,231.35395189003435,7.87,2052.11
1,421.0,46,406,1,1,86.0,231.692118226601,7.87,2055.11
1,421.0,43,1246,1,1,97.0,222.8426966292135,8.49,2114.78
1,373.0,55,935,2,1,97.0,187.87807486631016,6.42,1394.06
1,421.0,83,1096,1,1,96.0,303.9543795620438,3.92,1495.46
1,414.1,90,575,1,1,97.0,504.37217391304347,3.53,2284.81
1,412.0,74,25225,3,1,99.0,423.31234886025766,4.51,2332.45
1,421.0,54,1172,3,3,126.0,290.0964163822526,6.56,2193.13
1,421.0,50,1999,1,3,97.0,168.99499749874937,7.16,1379.0
1,421.0,54,687,1,1,92.0,265.03639010189227,6.56,2003.68
1,421.0,55,217,1,1,90.0,321.40552995391704,6.42,2384.83
1,421.0,64,835,1,1,115.0,314.614371257485,5.38,2007.24
1,421.0,44,298,1,1,92.0,255.05369127516778,8.27,2364.35
1,421.0,71,549,1,1,93.0,249.16029143897995,4.75,1432.67
1,421.0,64,804,1,1,97.0,302.4042288557214,5.38,1929.34
1,421.0,50,815,1,1,96.0,182.74233128834356,7.16,1491.18
1,421.0,94,426,1,1,92.0,484.5492957746479,3.34,2102.94
1,447.0,86,1210,4,1,109.0,475.20661157024796,3.74,2252.48
1,816.0,43,52,1,1,106.0,11533.326923076924,8.49,109451.27
1,816.0,86,648,1,2,103.0,292.2932098765432,3.74,1385.47
1,816.0,84,968,1,2,101.0,294.2417355371901,3.86,1430.01
3,417.4,86,13405,3,4,126.0,724.0127564341664,3.74,3431.82
1,843.0,88,3710,1,2,90.0,311.1199460916442,3.64,1443.6
4,810.12,88,171,4,2,99.0,2585.9590643274855,3.64,11998.85
1,418.1,89,610,1,2,99.0,575.3459016393442,3.58,2635.08
1,816.0,88,918,1,2,111.0,572.2941176470588,3.64,2655.44
1,418.1,91,24930,3,1,126.0,680.0536702767749,3.48,3046.64
1,843.0,91,2289,1,1,107.0,335.9204892966361,3.48,1504.92
1,717.3,96,779,1,1,102.0,586.2439024390244,3.25,2491.54
3,713.0,84,1083,2,1,99.0,438.1883656509695,3.86,2129.6
1,856.3,94,2850,4,1,96.0,338.43333333333334,3.34,1468.8
1,856.3,94,3082,1,1,96.0,304.61258922777415,3.34,1322.02
1,464.0,86,2967,3,3,126.0,3271.1125716211664,3.74,15505.07
1,856.4,88,2503,1,5,99.0,266.8601677986416,3.64,1238.23
1,816.0,57,450,1,2,106.0,179.45333333333335,6.16,1284.89
1,448.0,57,579,1,1,119.0,302.2452504317789,6.16,2164.08
1,411.1,88,1575,1,1,115.0,848.1739682539683,3.64,3935.53
1,447.0,89,1427,1,1,99.0,366.7547302032236,3.58,1679.74
3,417.73,87,2090,3,1,126.0,2583.92009569378,3.69,12118.59
1,162.2,87,92,3,1,126.0,58699.92391304348,3.69,275302.64
1,727.0,88,6724,3,1,109.0,1109.6914039262344,3.64,5148.97
1,856.2,88,5891,1,1,109.0,1266.6041419113903,3.64,5877.04
1,511.0,88,2333,3,1,109.0,3198.2704672096015,3.64,14839.97
3,448.0,96,515,1,1,99.0,517.8271844660194,3.25,2200.77
1,372.0,91,750,1,1,98.0,647.8066666666666,3.48,2902.17
1,447.0,91,1500,1,1,98.0,561.9686666666666,3.48,2517.62
1,816.0,96,1306,1,1,90.0,346.3085758039816,3.25,1471.81
1,415.0,88,803,1,1,91.0,820.4645080946451,3.64,3806.96
1,415.0,96,118,1,1,91.0,5583.330508474576,3.25,23729.15
1,914.1,88,76,1,1,91.0,8668.855263157895,3.64,40223.49
1,421.0,55,443,1,1,97.0,293.9887133182844,6.42,2181.4
1,421.0,89,442,1,1,97.0,591.6855203619909,3.58,2709.92
1,843.0,88,2003,1,1,90.0,314.0713929106341,3.64,1457.29
1,418.8,74,3580,2,1,99.0,2982.6966480446927,4.51,16434.66
1,421.0,86,801,1,1,97.0,429.32334581772784,3.74,2034.99
1,727.0,67,6400,3,1,107.0,510.1390625,5.09,3106.75
1,447.0,89,1317,1,1,111.0,431.4624145785877,3.58,1976.1
1,282.1,50,455,2,1,89.0,144.06153846153848,7.16,1175.54
1,282.1,71,953,2,1,89.0,195.6862539349423,4.75,1125.2
1,282.1,67,211,2,1,93.0,294.1469194312796,5.09,1791.35
3,277.1,50,295,2,1,93.0,158.8135593220339,7.16,1295.92
1,282.1,83,252,2,1,111.0,281.0079365079365,3.92,1382.56
1,342.0,88,11460,3,1,91.0,551.2258289703316,3.64,2557.69
1,282.1,88,1476,2,1,99.0,207.00067750677508,3.64,960.48
1,856.4,64,1237,1,1,96.0,182.48423605497172,5.38,1164.25
1,856.3,83,2778,1,1,97.0,229.8887688984881,3.92,1131.05
1,856.3,50,478,1,2,99.0,192.56903765690376,7.16,1571.36
1,320.0,94,3547,3,1,126.0,844.7397800958556,3.34,3666.17
1,712.1,88,2603,2,1,90.0,460.7310795236266,3.64,2137.79
1,841.0,88,169,1,1,90.0,7096.349112426035,3.64,32927.06
1,416.2,89,3419,3,1,96.0,433.43258262649897,3.58,1985.12
1,447.0,88,2187,1,2,111.0,378.8792866941015,3.64,1758.0
1,341.5,88,1370,3,1,91.0,4610.983941605839,3.64,21394.97
1,343.0,88,14791,3,2,91.0,427.08728280711244,3.64,1981.68
1,421.0,89,542,1,1,97.0,522.7988929889299,3.58,2394.42
1,421.0,48,850,1,1,96.0,155.95529411764707,7.5,1325.62
1,630.0,47,223,1,1,96.0,334.86547085201795,7.68,2906.63
1,448.0,46,1265,1,1,99.0,176.997628458498,7.87,1569.97
1,442.0,89,1506,1,1,119.0,498.58100929614875,3.58,2283.5
1,444.0,35,912,1,1,91.0,155.13815789473685,10.66,1808.91
1,448.0,37,666,4,1,101.0,132.75825825825825,10.03,1464.32
1,448.0,42,386,1,1,99.0,653.4170984455959,8.71,6344.68
3,448.0,83,98,1,1,92.0,419.7142857142857,3.92,2064.99
1,421.0,61,604,1,1,99.0,245.76655629139074,5.69,1644.18
1,320.0,44,6480,3,3,99.0,151.71172839506173,8.27,1406.37
1,320.0,50,610,2,2,104.0,232.84590163934425,7.16,1900.02
1,320.0,54,8284,3,1,103.0,260.93384838242395,6.56,1972.66
1,320.0,54,434,1,2,101.0,500.2442396313364,6.56,3781.85
1,320.0,61,2375,3,5,96.0,519.16,5.69,3473.18
1,320.0,74,4184,3,1,90.0,242.69837476099426,4.51,1337.27
1,320.0,83,1263,3,1,100.0,354.9952494061758,3.92,1746.58
3,418.1,88,1500,3,2,99.0,394.8213333333333,3.64,1831.97
3,717.8,94,288,1,2,111.0,254.26736111111111,3.34,1103.52
1,444.0,88,852,1,1,103.0,523.9647887323944,3.64,2431.2
3,447.0,88,318,1,1,103.0,596.4213836477987,3.64,2767.4
1,712.0,88,1406,2,1,103.0,403.9267425320057,3.64,1874.22
1,713.1,89,763,2,1,103.0,537.048492791612,3.58,2459.68
1,448.0,71,446,1,1,98.0,432.38789237668163,4.75,2486.23
1,417.41,94,1334,3,1,126.0,1134.8268365817091,3.34,4925.15
1,856.3,96,243,1,1,99.0,785.5720164609054,3.25,3338.68
1,856.3,96,259,1,1,99.0,737.042471042471,3.25,3132.43
1,320.0,96,442,2,2,109.0,496.61538461538464,3.25,2110.62
1,320.0,95,2140,3,2,99.0,412.52429906542056,3.29,1769.73
1,816.0,96,167,1,3,126.0,428.9580838323353,3.25,1823.07
1,373.1,94,448,1,1,102.0,701.6517857142857,3.34,3045.17
1,320.0,71,2450,3,5,119.0,474.75673469387755,4.75,2729.85
1,713.0,88,4998,2,1,99.0,417.5670268107243,3.64,1937.51
4,417.11,96,626,2,1,91.0,395.02076677316296,3.25,1678.84
1,532.0,96,521,1,1,98.0,502.49712092130517,3.25,2135.61
1,284.2,88,854,4,1,111.0,282.95081967213116,3.64,1312.89
1,418.1,95,3639,1,1,101.0,581.1755976916735,3.29,2493.24
1,320.1,96,590,1,2,100.0,166.36271186440678,3.25,707.04
1,856.3,91,3560,1,1,98.0,339.5457865168539,3.48,1521.17
1,447.0,94,1294,1,1,111.0,519.0471406491499,3.34,2252.66
1,421.0,96,432,1,1,96.0,454.3333333333333,3.25,1930.92
1,418.1,88,2034,3,2,97.0,457.5919370698132,3.64,2123.23
4,418.1,96,4748,3,2,103.0,567.9420808761583,3.25,2413.75
4,914.1,96,186,3,2,103.0,14497.790322580646,3.25,61615.61
1,816.0,96,905,1,2,126.0,460.1182320441989,3.25,1955.5
2,816.0,96,772,1,1,126.0,368.5453367875648,3.25,1566.32
1,810.13,96,478,1,1,93.0,429.8702928870293,3.25,1826.95
1,711.0,96,122,2,1,98.0,655.7377049180328,3.25,2786.89
1,417.41,88,1138,2,2,109.0,914.1520210896309,3.64,4241.67
1,417.2,95,680,1,1,98.0,695.1823529411764,3.29,2982.33
1,712.0,95,755,1,1,92.0,620.1019867549669,3.29,2660.24
1,816.0,96,51,1,1,93.0,3640.921568627451,3.25,15473.92
1,448.0,94,699,1,1,110.0,669.5479256080115,3.34,2905.84
1,762.0,94,1002,2,1,126.0,788.8692614770459,3.34,3423.69
1,282.1,96,420,2,1,91.0,475.12380952380954,3.25,2019.28
1,415.0,94,2268,1,1,97.0,646.3245149911817,3.34,2805.05
1,816.0,94,626,1,2,102.0,393.2188498402556,3.34,1706.57
1,447.0,88,409,1,2,102.0,360.00977995110026,3.64,1670.45
1,816.0,88,1076,1,2,102.0,265.73698884758363,3.64,1233.02
1,447.0,96,621,1,1,98.0,444.19967793880835,3.25,1887.85
1,810.0,95,2305,1,1,99.0,290.8637744034707,3.29,1247.81
1,421.0,93,1227,1,1,96.0,328.37815810920944,3.39,1441.58
1,447.0,94,1832,1,1,102.0,403.8084061135371,3.34,1752.53
1,448.0,96,697,1,1,93.0,570.922525107604,3.25,2426.42
1,713.1,88,407,2,1,99.0,3716.985257985258,3.64,17246.81
1,713.1,88,1708,2,1,99.0,885.7218969555036,3.64,4109.75
1,562.12,88,1458,2,1,99.0,1037.5946502057614,3.64,4814.44
4,712.0,94,1027,1,1,103.0,407.94741966893866,3.34,1770.49
1,810.13,95,940,1,1,99.0,305.4755319148936,3.29,1310.49
1,340.0,95,1163,3,3,119.0,376.92949269131555,3.29,1617.03
1,317.0,88,3107,3,2,97.0,883.8815577727712,3.64,4101.21
1,412.0,88,26843,3,1,99.0,480.87426889691915,3.64,2231.26
1,446.0,94,532,1,1,89.0,545.5695488721805,3.34,2367.77
1,816.0,96,1079,1,3,106.0,421.58016682113066,3.25,1791.72
1,722.0,96,437,1,1,103.0,425.4462242562929,3.25,1808.15
1,722.0,96,449,2,1,99.0,1096.639198218263,3.25,4660.72
3,931.1,96,804,1,1,99.0,612.4266169154229,3.25,2602.81
1,843.0,95,5044,1,2,93.0,314.4522204599524,3.29,1349.0
1,317.0,88,390,3,2,97.0,7041.589743589743,3.64,32672.98
1,843.0,91,1902,1,1,97.0,398.3980021030494,3.48,1784.82
1,711.0,95,1200,1,1,92.0,451.94166666666666,3.29,1938.83
1,447.0,96,480,1,1,102.0,391.0375,3.25,1661.91
1,416.2,96,4939,2,1,96.0,872.7894310589188,3.25,3709.36
1,372.0,88,1590,1,1,109.0,897.6616352201257,3.64,4165.15
1,856.3,95,890,1,1,97.0,443.47303370786517,3.29,1902.5
1,712.0,97,1016,1,1,99.0,490.15748031496065,3.21,2063.56
1,338.0,97,826,2,2,107.0,852.86803874092,3.21,3590.57
1,418.1,88,6215,3,3,97.0,786.0994368463395,3.64,3647.5
1,914.1,88,1685,3,1,97.0,2899.4706231454006,3.64,13453.54
1,816.0,88,568,1,3,103.0,371.82394366197184,3.64,1725.26
1,417.5,89,415,1,1,102.0,781.0433734939759,3.58,3577.18
1,320.0,96,731,2,2,126.0,740.4870041039671,3.25,3147.07
1,421.0,86,894,1,2,126.0,549.2170022371365,3.74,2603.29
1,843.0,94,1383,1,1,119.0,419.0889370932755,3.34,1818.85
1,843.0,96,1200,1,3,126.0,495.87416666666667,3.25,2107.47
1,713.0,198,3467,2,1,103.0,2192.7548312662243,1.06,4517.07
1,713.8,198,1292,2,1,103.0,5884.118421052632,1.06,12121.28
1,320.0,198,985,2,1,85.0,763.4720812182741,1.06,1572.75
3,717.2,198,404,1,1,109.0,1407.6881188118812,1.06,2899.84
1,175.1,195,3456,2,1,86.0,467.53269675925924,1.09,977.14
1,713.1,198,541,2,1,103.0,1089.7301293900184,1.06,2244.84
1,712.0,195,452,1,1,101.0,1568.0818584070796,1.09,3277.29
1,413.14,177,5554,1,1,93.0,1164.956427799784,1.31,2691.05
3,712.0,198,119,1,1,103.0,2514.27731092437,1.06,5179.41
1,562.1,195,1164,2,1,107.0,1214.7766323024055,1.09,2538.88
1,562.12,198,707,2,1,119.0,1359.2432814710041,1.06,2800.04
1,713.0,198,1110,2,1,107.0,1124.3243243243244,1.06,2316.11
1,713.0,182,273,1,1,95.0,899.4871794871794,1.24,2014.85
3,713.1,195,372,1,1,97.0,1050.8306451612902,1.09,2196.24
1,532.1,196,364,2,1,103.0,2228.021978021978,1.08,4634.29
3,712.0,198,270,1,1,103.0,1670.7481481481482,1.06,3441.74
2,374.0,198,1719,1,1,119.0,855.5113438045375,1.06,1762.35
1,711.0,188,556,1,1,91.0,984.8111510791367,1.17,2137.04
3,713.0,200,218,1,1,103.0,1409.045871559633,1.04,2874.45
1,711.0,200,673,1,1,103.0,2018.6225854383358,1.04,4117.99
1,713.1,200,786,1,1,97.0,1418.9262086513995,1.04,2894.61
2,442.0,190,918,1,1,98.0,1502.611111111111,1.15,3230.61
4,713.0,196,39,1,1,93.0,23097.641025641027,1.08,48043.09
1,713.0,190,5174,2,2,90.0,1082.8248936992657,1.15,2328.07
1,282.12,200,1763,2,2,103.0,1100.5093590470788,1.04,2245.04
1,711.0,198,511,2,1,102.0,1564.8551859099805,1.06,3223.6
1,532.1,195,178,2,1,106.0,1573.3932584269662,1.09,3288.39
1,713.1,200,568,2,1,97.0,911.1954225352113,1.04,1858.84
3,712.0,190,442,1,1,119.0,2522.4660633484164,1.15,5423.3
1,712.0,190,644,1,1,119.0,1731.2577639751553,1.15,3722.2
3,417.71,196,194,4,1,103.0,3460.458762886598,1.08,7197.75
1,711.0,198,592,2,1,103.0,1742.5945945945946,1.06,3589.74
1,714.1,195,429,2,1,103.0,1533.5291375291376,1.09,3205.08
1,568.11,196,132,1,1,103.0,3529.25,1.08,7340.84
1,713.1,200,354,2,1,103.0,2300.5706214689267,1.04,4693.16
1,713.1,215,591,1,1,103.0,2939.886632825719,0.9,5585.78
1,722.2,198,732,2,2,94.0,880.146174863388,1.06,1813.1
1,816.0,195,1323,1,4,93.0,950.9357520786092,1.09,1987.46
1,568.11,200,420,2,1,90.0,2939.447619047619,1.04,5996.47
1,640.0,215,876,2,1,97.0,1624.9406392694063,0.9,3087.39
1,532.0,198,649,1,1,110.0,1323.5639445300462,1.06,2726.54
1,532.1,200,420,2,1,103.0,2213.809523809524,1.04,4516.17
1,712.0,195,350,2,1,103.0,1669.98,1.09,3490.26
3,712.0,215,2010,2,1,90.0,1840.7960199004974,0.9,3497.51
1,320.0,195,3887,2,3,106.0,1211.525340879856,1.09,2532.09
1,320.0,195,5096,1,2,102.0,885.9103218210361,1.09,1851.55
1,320.0,200,6652,3,1,119.0,1294.199939867709,1.04,2640.17
1,630.0,198,650,2,1,97.0,1303.3553846153845,1.06,2684.91
1,810.1,195,2400,1,3,90.0,705.0566666666666,1.09,1473.57
3,756.0,215,1662,2,2,91.0,984.1552346570397,0.9,1869.89
3,721.2,215,1581,1,1,100.0,1365.6995572422518,0.9,2594.83
3,722.2,215,554,2,1,89.0,1857.889891696751,0.9,3529.99
1,727.0,215,616,2,1,91.0,1427.7711038961038,0.9,2712.77
1,713.1,215,509,2,1,126.0,2671.9056974459727,0.9,5076.62
1,127.31,200,420,2,1,98.0,8294.233333333334,1.04,16920.24
1,127.6,200,350,2,1,98.0,9953.08,1.04,20304.28
3,532.1,215,330,2,1,103.0,2115.8545454545456,0.9,4020.12
3,712.0,198,345,1,1,100.0,1216.6289855072464,1.06,2506.26
1,931.1,196,356,2,1,103.0,2148.876404494382,1.08,4469.66
3,712.0,215,376,2,1,103.0,1577.4202127659576,0.9,2997.1
3,532.1,215,212,2,1,103.0,1927.127358490566,0.9,3661.54
3,562.12,215,1163,2,1,100.0,1034.0189165950128,0.9,1964.64
3,640.0,215,496,2,1,103.0,1401.2096774193549,0.9,2662.3
1,711.0,215,1000,2,1,107.0,2320.776,0.9,4409.47
1,136.0,200,84,2,1,96.0,2142.5,1.04,4370.7
1,816.0,215,1594,4,3,98.0,1040.5664993726475,0.9,1977.08
1,712.0,215,1986,2,1,98.0,1658.303121852971,0.9,3150.78
3,320.0,215,1217,2,3,93.0,1211.4083812654067,0.9,2301.68
1,856.1,190,495,1,1,90.0,1304.149494949495,1.15,2803.92
1,413.12,177,3305,2,5,126.0,1360.5509833585477,1.31,3142.87
1,562.12,200,1710,2,1,101.0,1060.2415204678362,1.04,2162.89
4,722.2,215,486,2,1,93.0,1277.358024691358,0.9,2426.98
1,413.2,213,811,1,1,93.0,1453.4599260172627,0.92,2790.64
1,712.0,215,1000,2,1,55.0,1290.8,0.9,2452.52
1,127.13,213,1525,2,1,109.0,1440.9029508196722,0.92,2766.53
3,714.1,213,489,1,1,103.0,1746.4989775051124,0.92,3353.28
3,315.0,215,219,1,1,103.0,2857.8173515981734,0.9,5429.85
3,711.0,200,114,1,1,103.0,11916.956140350878,1.04,24310.59
1,712.0,195,1016,2,1,102.0,1117.7460629921259,1.09,2336.09
3,727.0,200,190,1,1,99.0,1746.9894736842105,1.04,3563.86
1,722.2,225,2090,2,2,100.0,1090.8574162679427,0.81,1974.45
1,711.0,213,608,1,1,93.0,1486.65625,0.92,2854.38
3,713.0,225,401,2,1,103.0,1485.286783042394,0.81,2688.37
1,320.0,213,3300,2,2,93.0,1141.6027272727272,0.92,2191.88
1,712.1,215,1509,2,1,103.0,1742.6050364479788,0.9,3310.95
1,562.12,225,1372,2,1,109.0,1304.399416909621,0.81,2360.96
1,568.12,213,219,1,1,99.0,2636.5525114155253,0.92,5062.18
1,810.0,221,3993,4,3,114.0,1025.6506386175809,0.85,1897.45
3,712.0,200,333,2,1,97.0,1950.7717717717717,1.04,3979.57
3,712.8,221,88,1,1,97.0,4672.102272727273,0.85,8643.39
3,713.0,215,396,1,1,97.0,1364.5151515151515,0.9,2592.58
3,931.1,225,1377,2,1,97.0,1639.0762527233117,0.81,2966.73
1,717.2,225,4244,2,1,99.0,1578.1597549481621,0.81,2856.47
1,712.0,213,341,4,1,93.0,1974.865102639296,0.92,3791.74
1,320.0,196,4200,2,3,97.0,822.2661904761904,1.08,1710.31
